MIV;Datum Zeit;DiDok;Werk;Ort;Schaltfeld;(alt) TisID;Richtung;Linie;km_von;km_bis;U8min, mittel [kV];I8min, mittel [A];P = U*I ?  ;P8min, mittel [MW];Status Messung U;Status Messung I;Status Messung P;Anzahl beruecksichtigte Messungen U;Anzahl nicht beruecksichtigte Messungen U;Anzahl beruecksichtigte Messungen I;Anzahl nicht beruecksichtigte Messungen I;Anzahl beruecksichtigte Messungen P;Anzahl nicht beruecksichtigte Messungen P;Bemerkungen
39;12.01.2021 09:25;;;;;;;;;3.9004034;15.46;252.29;3.90;2.42;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:30;;;;;;;;;3.3463047;15.49;216.03;3.35;2.12;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:35;;;;;;;;;3.6190314;15.46;234.09;3.62;3.43;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:40;;;;;;;;;3.2693484;15.42;212.02;3.27;2.94;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:45;;;;;;;;;3.5175015;15.45;227.67;3.52;2.63;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:50;;;;;;;;;3.4325838;15.46;222.03;3.43;3.07;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 09:55;;;;;;;;;2.1764999;15.49;140.51;2.18;1.43;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:00;;;;;;;;;2.7020756;15.49;174.44;2.70;1.64;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:05;;;;;;;;;3.3362602;15.47;215.66;3.34;2.7;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:10;;;;;;;;;3.178065;15.45;205.7;3.18;3.03;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:15;;;;;;;;;2.8926176;15.52;186.38;2.89;2.16;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:20;;;;;;;;;2.9321264;15.56;188.44;2.93;2.26;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:25;;;;;;;;;2.904118;15.55;186.76;2.90;1.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:30;;;;;;;;;3.3783786;15.57;216.98;3.38;1.39;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:35;;;;;;;;;3.2758982;15.53;210.94;3.28;2.55;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:40;;;;;;;;;3.0647904;15.46;198.24;3.06;2.61;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:45;;;;;;;;;3.73406;15.43;242;3.73;3.02;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:50;;;;;;;;;2.725055;15.5;175.81;2.73;2.13;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 10:55;;;;;;;;;1.9227747;15.51;123.97;1.92;1.16;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:00;;;;;;;;;2.2115709;15.51;142.59;2.21;1.46;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:05;;;;;;;;;2.5270416;15.53;162.72;2.53;2.13;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:10;;;;;;;;;2.6769288;15.47;173.04;2.68;2;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:15;;;;;;;;;3.0595848;15.49;197.52;3.06;2.51;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:20;;;;;;;;;2.8536624;15.52;183.87;2.85;2.48;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:25;;;;;;;;;1.6867136;15.52;108.68;1.69;1.32;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:30;;;;;;;;;2.0586654;15.57;132.22;2.06;1.66;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:35;;;;;;;;;2.2440632;15.56;144.22;2.24;2.05;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:40;;;;;;;;;2.8330208;15.52;182.54;2.83;2.33;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:45;;;;;;;;;2.84425;15.5;183.5;2.84;2.64;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:50;;;;;;;;;2.5464541;15.53;163.97;2.55;2.11;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 11:55;;;;;;;;;2.4457968;15.52;157.59;2.45;1.62;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:00;;;;;;;;;2.1016749;15.53;135.33;2.10;1.32;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:05;;;;;;;;;2.6907278;15.53;173.26;2.69;2.37;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:10;;;;;;;;;2.6229312;15.48;169.44;2.62;2.28;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:15;;;;;;;;;2.5798896;15.52;166.23;2.58;2.17;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:20;;;;;;;;;2.8910648;15.53;186.16;2.89;2.74;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:25;;;;;;;;;2.4479696;15.52;157.73;2.45;1.95;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:30;;;;;;;;;2.4473946;15.54;157.49;2.45;1.65;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:35;;;;;;;;;2.8761432;15.54;185.08;2.88;2.73;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:40;;;;;;;;;3.0723392;15.52;197.96;3.07;2.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:45;;;;;;;;;2.6436719;15.53;170.23;2.64;1.74;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:50;;;;;;;;;2.5621394;15.53;164.98;2.56;2.33;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 12:55;;;;;;;;;2.12724;15.55;136.8;2.13;1.56;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:00;;;;;;;;;2.3920565;15.55;153.83;2.39;1.89;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:05;;;;;;;;;2.8150165;15.55;181.03;2.82;2.62;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:10;;;;;;;;;2.845025;15.5;183.55;2.85;2.5;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:15;;;;;;;;;2.732862;15.51;176.2;2.73;2.42;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:20;;;;;;;;;2.9876;15.52;192.5;2.99;2.51;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:25;;;;;;;;;3.1561299;15.51;203.49;3.16;2.83;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:30;;;;;;;;;2.6781485;15.53;172.45;2.68;2.32;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:35;;;;;;;;;3.080286;15.51;198.6;3.08;2.94;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:40;;;;;;;;;2.7906333;15.47;180.39;2.79;2.45;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:45;;;;;;;;;2.4557472;15.48;158.64;2.46;2.21;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:50;;;;;;;;;2.363285;15.5;152.47;2.36;2.19;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 13:55;;;;;;;;;1.7969949;15.49;116.01;1.80;1.54;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:00;;;;;;;;;2.6085514;15.47;168.62;2.61;2.07;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:05;;;;;;;;;3.140985;15.45;203.3;3.14;2.57;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:10;;;;;;;;;2.847768;15.41;184.8;2.85;2.72;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:15;;;;;;;;;3.0373955;15.43;196.85;3.04;2.91;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:20;;;;;;;;;2.7502432;15.43;178.24;2.75;2.72;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:25;;;;;;;;;2.0378589;15.51;131.39;2.04;1.59;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:30;;;;;;;;;2.4387437;15.59;156.43;2.44;1.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:35;;;;;;;;;3.193037;15.55;205.34;3.19;2.84;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:40;;;;;;;;;3.5543354;15.49;229.46;3.55;2.89;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:45;;;;;;;;;3.4278912;15.48;221.44;3.43;2.78;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:50;;;;;;;;;3.4627212;15.48;223.69;3.46;3.22;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 14:55;;;;;;;;;2.7679081;15.49;178.69;2.77;2.35;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:00;;;;;;;;;2.3642556;15.54;152.14;2.36;1.92;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:05;;;;;;;;;2.9304594;15.51;188.94;2.93;2.62;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:10;;;;;;;;;2.9759056;15.44;192.74;2.98;2.87;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:15;;;;;;;;;3.6169463;15.43;234.41;3.62;3.42;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:20;;;;;;;;;3.129552;15.45;202.56;3.13;2.54;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:25;;;;;;;;;3.0469296;15.44;197.34;3.05;2.26;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:30;;;;;;;;;2.83805;15.5;183.1;2.84;2.31;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:35;;;;;;;;;3.6396712;15.44;235.73;3.64;3.19;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:40;;;;;;;;;4.8364779;15.37;314.67;4.84;4.56;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:45;;;;;;;;;4.6918656;15.36;305.46;4.69;4.28;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:50;;;;;;;;;3.8177973;15.39;248.07;3.82;3.25;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 15:55;;;;;;;;;3.746628;15.35;244.08;3.75;2.76;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:00;;;;;;;;;3.6009565;15.35;234.59;3.60;2.4;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:05;;;;;;;;;5.1813888;15.36;337.33;5.18;4.75;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:10;;;;;;;;;5.7955954;15.26;379.79;5.80;5.17;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:15;;;;;;;;;5.5264176;15.29;361.44;5.53;4.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:20;;;;;;;;;5.4811592;15.29;358.48;5.48;4.87;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:25;;;;;;;;;5.6343862;15.31;368.02;5.63;4.77;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:30;;;;;;;;;6.3261955;15.35;412.13;6.33;5.3;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:35;;;;;;;;;7.474628;15.32;487.9;7.47;6.84;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:40;;;;;;;;;6.246957;15.27;409.1;6.25;5.29;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:45;;;;;;;;;6.0513384;15.28;396.03;6.05;4.66;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:50;;;;;;;;;6.3099925;15.25;413.77;6.31;5.35;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 16:55;;;;;;;;;4.9734825;15.25;326.13;4.97;4.07;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:00;;;;;;;;;5.9680624;15.28;390.58;5.97;4.89;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:05;;;;;;;;;7.1637021;15.31;467.91;7.16;5.97;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:10;;;;;;;;;6.3154825;15.25;414.13;6.32;5.64;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:15;;;;;;;;;6.6593114;15.26;436.39;6.66;6.31;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:20;;;;;;;;;6.7988514;15.29;444.66;6.80;6.29;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:25;;;;;;;;;7.0283278;15.34;458.17;7.03;6.35;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:30;;;;;;;;;7.9866176;15.34;520.64;7.99;6.9;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:35;;;;;;;;;8.842361;15.37;575.3;8.84;8.48;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:40;;;;;;;;;8.2119168;15.36;534.63;8.21;7.82;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:45;;;;;;;;;5.9479316;15.34;387.74;5.95;4.93;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:50;;;;;;;;;5.712963;15.35;372.18;5.71;4.88;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 17:55;;;;;;;;;4.4599129;15.37;290.17;4.46;3.23;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:00;;;;;;;;;4.7861919;15.41;310.59;4.79;2.64;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:05;;;;;;;;;7.7500416;15.36;504.56;7.75;6.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:10;;;;;;;;;6.5152896;15.32;425.28;6.52;5.96;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:15;;;;;;;;;6.2859598;15.38;408.71;6.29;5.38;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:20;;;;;;;;;6.150131;15.41;399.1;6.15;5.42;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:25;;;;;;;;;5.1282294;15.42;332.57;5.13;4.02;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:30;;;;;;;;;4.8809988;15.48;315.31;4.88;3.88;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:35;;;;;;;;;5.3240208;15.44;344.82;5.32;4.47;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:40;;;;;;;;;5.2884657;15.39;343.63;5.29;4.68;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:45;;;;;;;;;6.0293403;15.39;391.77;6.03;5.61;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:50;;;;;;;;;4.9207212;15.41;319.32;4.92;4.66;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 18:55;;;;;;;;;3.839654;15.47;248.2;3.84;2.74;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:00;;;;;;;;;4.9662;15.5;320.4;4.97;2.55;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:05;;;;;;;;;6.6789782;15.49;431.18;6.68;5.22;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:10;;;;;;;;;5.7493169;15.41;373.09;5.75;5.11;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:15;;;;;;;;;4.3880694;15.42;284.57;4.39;3.21;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:20;;;;;;;;;4.9558965;15.45;320.77;4.96;4.48;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:25;;;;;;;;;3.6822276;15.48;237.87;3.68;2.86;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:30;;;;;;;;;3.220318;15.46;208.3;3.22;1.83;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:35;;;;;;;;;4.1063568;15.47;265.44;4.11;3.83;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:40;;;;;;;;;4.080792;15.44;264.3;4.08;3.54;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:45;;;;;;;;;3.9226938;15.42;254.39;3.92;3.09;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:50;;;;;;;;;3.828669;15.46;247.65;3.83;3.24;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 19:55;;;;;;;;;3.2517615;15.45;210.47;3.25;2.89;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:00;;;;;;;;;3.1257028;15.46;202.18;3.13;2.31;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:05;;;;;;;;;3.5244924;15.51;227.24;3.52;3.13;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:10;;;;;;;;;2.8066788;15.48;181.31;2.81;2.48;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:15;;;;;;;;;2.883;15.5;186;2.88;2.29;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:20;;;;;;;;;3.021348;15.51;194.8;3.02;2.82;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:25;;;;;;;;;2.6418083;15.53;170.11;2.64;1.99;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:30;;;;;;;;;2.6806333;15.53;172.61;2.68;2.13;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:35;;;;;;;;;3.0601865;15.53;197.05;3.06;2.47;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:40;;;;;;;;;3.9932711;15.47;258.13;3.99;3.36;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:45;;;;;;;;;3.932568;15.44;254.7;3.93;3.6;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:50;;;;;;;;;2.6136432;15.48;168.84;2.61;2.36;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 20:55;;;;;;;;;2.273932;15.49;146.8;2.27;1.28;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:00;;;;;;;;;2.7592292;15.47;178.36;2.76;2.19;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:05;;;;;;;;;3.3043268;15.49;213.32;3.30;3.17;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:10;;;;;;;;;2.682738;15.45;173.64;2.68;2.42;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:15;;;;;;;;;2.583112;15.44;167.3;2.58;2.11;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:20;;;;;;;;;2.5465167;15.47;164.61;2.55;2.34;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:25;;;;;;;;;2.1472044;15.51;138.44;2.15;1.67;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:30;;;;;;;;;2.667136;15.55;171.52;2.67;1.99;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:35;;;;;;;;;3.6329412;15.54;233.78;3.63;3.37;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:40;;;;;;;;;2.5762212;15.54;165.78;2.58;2.16;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:45;;;;;;;;;2.4423597;15.51;157.47;2.44;2.03;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:50;;;;;;;;;2.4510999;15.53;157.83;2.45;2.19;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 21:55;;;;;;;;;1.8077608;15.56;116.18;1.81;1.21;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:00;;;;;;;;;2.152726;15.56;138.35;2.15;1.43;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:05;;;;;;;;;2.5344846;15.57;162.78;2.53;2.27;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:10;;;;;;;;;2.9387694;15.54;189.11;2.94;2.58;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:15;;;;;;;;;2.6545408;15.52;171.04;2.65;2.06;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:20;;;;;;;;;2.3820096;15.52;153.48;2.38;2.04;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:25;;;;;;;;;2.085679;15.53;134.3;2.09;1.22;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:30;;;;;;;;;2.3880481;15.53;153.77;2.39;1.38;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:35;;;;;;;;;3.2137782;15.53;206.94;3.21;2.59;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:40;;;;;;;;;3.0663985;15.53;197.45;3.07;2.39;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:45;;;;;;;;;2.986385;15.5;192.67;2.99;2.36;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:50;;;;;;;;;2.6051082;15.49;168.18;2.61;1.63;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 22:55;;;;;;;;;2.89788;15.5;186.96;2.90;2.18;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:00;;;;;;;;;2.4447104;15.52;157.52;2.44;2.11;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:05;;;;;;;;;2.5697491;15.53;165.47;2.57;2.26;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:10;;;;;;;;;2.0171333;15.47;130.39;2.02;1.61;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:15;;;;;;;;;2.2359312;15.48;144.44;2.24;1.77;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:20;;;;;;;;;2.4113424;15.52;155.37;2.41;2.17;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:25;;;;;;;;;1.346319;15.55;86.58;1.35;1.11;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:30;;;;;;;;;1.9730704;15.59;126.56;1.97;1.04;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:35;;;;;;;;;2.5686084;15.59;164.76;2.57;2.25;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:40;;;;;;;;;2.5282745;15.55;162.59;2.53;1.97;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:45;;;;;;;;;2.355969;15.51;151.9;2.36;1.91;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:50;;;;;;;;;2.164885;15.5;139.67;2.16;1.46;ok;ok;ok;8;0;8;0;8;0;
39;12.01.2021 23:55;;;;;;;;;2.3190342;15.54;149.23;2.32;1.62;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:00;;;;;;;;;2.255832;15.52;145.35;2.26;1.46;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:05;;;;;;;;;2.480096;15.52;159.8;2.48;1.95;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:10;;;;;;;;;1.75274;15.5;113.08;1.75;1.09;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:15;;;;;;;;;2.4537348;15.48;158.51;2.45;2.12;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:20;;;;;;;;;1.6862472;15.51;108.72;1.69;1.42;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:25;;;;;;;;;1.6095264;15.56;103.44;1.61;1.1;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:30;;;;;;;;;1.6900719;15.63;108.13;1.69;1.24;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:35;;;;;;;;;1.5951236;15.64;101.99;1.60;1.14;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:40;;;;;;;;;1.057833;15.66;67.55;1.06;0.86;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:45;;;;;;;;;0.4533331;15.67;28.93;0.45;0.32;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:50;;;;;;;;;0.3341844;15.66;21.34;0.33;-0.1;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 00:55;;;;;;;;;0.6965315;15.67;44.45;0.70;0.04;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:00;;;;;;;;;1.1488218;15.69;73.22;1.15;0.53;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:05;;;;;;;;;0.6122238;15.69;39.02;0.61;0.5;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:10;;;;;;;;;0.25748;15.7;16.4;0.26;-0.23;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:15;;;;;;;;;0.985018;15.7;62.74;0.99;0.3;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:20;;;;;;;;;0.4165695;15.69;26.55;0.42;0.4;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:25;;;;;;;;;0.0064411;15.71;0.41;0.01;0.01;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:30;;;;;;;;;0;15.73;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:35;;;;;;;;;0;15.73;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:40;;;;;;;;;0;15.72;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:45;;;;;;;;;0;15.71;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:50;;;;;;;;;0;15.67;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 01:55;;;;;;;;;0;15.67;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:00;;;;;;;;;0;15.69;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:05;;;;;;;;;0;15.7;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:10;;;;;;;;;0;15.69;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:15;;;;;;;;;0;15.71;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:20;;;;;;;;;0;15.72;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:25;;;;;;;;;0;15.73;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:30;;;;;;;;;0;15.71;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:35;;;;;;;;;0;15.72;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:40;;;;;;;;;0;15.72;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:45;;;;;;;;;0;15.72;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:50;;;;;;;;;0;15.74;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 02:55;;;;;;;;;0;15.75;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 03:00;;;;;;;;;0;15.73;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 03:05;;;;;;;;;0;15.71;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
39;13.01.2021 03:10;;;;;;;;;0;15.71;0;0.00;0;ok;ok;ok;8;0;8;0;8;0;
